t,V_in,V_out
-36.17500E+00,-502.51E-03,-180.90E-03
-36.15000E+00,-502.51E-03,-180.90E-03
-36.12500E+00,-502.51E-03,-201.01E-03
-36.10000E+00,-502.51E-03,-196.98E-03
-36.07500E+00,-502.51E-03,-180.90E-03
-36.05000E+00,-490.45E-03,-188.94E-03
-36.02500E+00,-498.49E-03,-180.90E-03
-36.00000E+00,-502.51E-03,-180.90E-03
-35.97500E+00,-482.41E-03,-180.90E-03
-35.95000E+00,-482.41E-03,-180.90E-03
-35.92500E+00,-482.41E-03,-180.90E-03
-35.90000E+00,-498.49E-03,-180.90E-03
-35.87500E+00,-482.41E-03,-180.90E-03
-35.85000E+00,-498.49E-03,-180.90E-03
-35.82500E+00,-482.41E-03,-180.90E-03
-35.80000E+00,-482.41E-03,-180.90E-03
-35.77500E+00,-486.43E-03,-180.90E-03
-35.75000E+00,-482.41E-03,-180.90E-03
-35.72500E+00,-482.41E-03,-180.90E-03
-35.70000E+00,-482.41E-03,-180.90E-03
-35.67500E+00,-482.41E-03,-188.94E-03
-35.65000E+00,-466.33E-03,-180.90E-03
-35.62500E+00,-482.41E-03,-201.01E-03
-35.60000E+00,-482.41E-03,-180.90E-03
-35.57500E+00,-470.35E-03,-180.90E-03
-35.55000E+00,-482.41E-03,-168.84E-03
-35.52500E+00,-478.39E-03,-180.90E-03
-35.50000E+00,-462.31E-03,-180.90E-03
-35.47500E+00,-462.31E-03,-180.90E-03
-35.45000E+00,-462.31E-03,-168.84E-03
-35.42500E+00,-462.31E-03,-168.84E-03
-35.40000E+00,-478.39E-03,-180.90E-03
-35.37500E+00,-462.31E-03,-180.90E-03
-35.35000E+00,-462.31E-03,-180.90E-03
-35.32500E+00,-462.31E-03,-180.90E-03
-35.30000E+00,-462.31E-03,-172.86E-03
-35.27500E+00,-462.31E-03,-164.82E-03
-35.25000E+00,-462.31E-03,-160.80E-03
-35.22500E+00,-462.31E-03,-160.80E-03
-35.20000E+00,-462.31E-03,-172.86E-03
-35.17500E+00,-442.21E-03,-160.80E-03
-35.15000E+00,-462.31E-03,-160.80E-03
-35.12500E+00,-462.31E-03,-160.80E-03
-35.10000E+00,-462.31E-03,-160.80E-03
-35.07500E+00,-454.27E-03,-172.86E-03
-35.05000E+00,-442.21E-03,-172.86E-03
-35.02500E+00,-462.31E-03,-160.80E-03
-35.00000E+00,-442.21E-03,-160.80E-03
-34.97500E+00,-442.21E-03,-160.80E-03
-34.95000E+00,-442.21E-03,-168.84E-03
-34.92500E+00,-442.21E-03,-168.84E-03
-34.90000E+00,-442.21E-03,-160.80E-03
-34.87500E+00,-442.21E-03,-160.80E-03
-34.85000E+00,-442.21E-03,-160.80E-03
-34.82500E+00,-430.15E-03,-160.80E-03
-34.80000E+00,-430.15E-03,-160.80E-03
-34.77500E+00,-438.19E-03,-164.82E-03
-34.75000E+00,-442.21E-03,-160.80E-03
-34.72500E+00,-442.21E-03,-160.80E-03
-34.70000E+00,-430.15E-03,-160.80E-03
-34.67500E+00,-442.21E-03,-160.80E-03
-34.65000E+00,-426.13E-03,-160.80E-03
-34.62500E+00,-442.21E-03,-160.80E-03
-34.60000E+00,-438.19E-03,-160.80E-03
-34.57500E+00,-422.11E-03,-160.80E-03
-34.55000E+00,-422.11E-03,-160.80E-03
-34.52500E+00,-426.13E-03,-160.80E-03
-34.50000E+00,-422.11E-03,-160.80E-03
-34.47500E+00,-422.11E-03,-160.80E-03
-34.45000E+00,-422.11E-03,-160.80E-03
-34.42500E+00,-422.11E-03,-160.80E-03
-34.40000E+00,-422.11E-03,-160.80E-03
-34.37500E+00,-422.11E-03,-160.80E-03
-34.35000E+00,-422.11E-03,-160.80E-03
-34.32500E+00,-414.07E-03,-160.80E-03
-34.30000E+00,-402.01E-03,-148.74E-03
-34.27500E+00,-422.11E-03,-140.70E-03
-34.25000E+00,-402.01E-03,-160.80E-03
-34.22500E+00,-406.03E-03,-160.80E-03
-34.20000E+00,-410.05E-03,-160.80E-03
-34.17500E+00,-410.05E-03,-152.76E-03
-34.15000E+00,-402.01E-03,-144.72E-03
-34.12500E+00,-402.01E-03,-140.70E-03
-34.10000E+00,-402.01E-03,-140.70E-03
-34.07500E+00,-402.01E-03,-140.70E-03
-34.05000E+00,-410.05E-03,-148.74E-03
-34.02500E+00,-402.01E-03,-140.70E-03
-34.00000E+00,-402.01E-03,-160.80E-03
-33.97500E+00,-402.01E-03,-140.70E-03
-33.95000E+00,-402.01E-03,-140.70E-03
-33.92500E+00,-402.01E-03,-148.74E-03
-33.90000E+00,-402.01E-03,-140.70E-03
-33.87500E+00,-402.01E-03,-140.70E-03
-33.85000E+00,-402.01E-03,-140.70E-03
-33.82500E+00,-393.97E-03,-148.74E-03
-33.80000E+00,-389.95E-03,-140.70E-03
-33.77500E+00,-381.91E-03,-156.78E-03
-33.75000E+00,-381.91E-03,-140.70E-03
-33.72500E+00,-385.93E-03,-140.70E-03
-33.70000E+00,-393.97E-03,-140.70E-03
-33.67500E+00,-381.91E-03,-148.74E-03
-33.65000E+00,-397.99E-03,-140.70E-03
-33.62500E+00,-381.91E-03,-140.70E-03
-33.60000E+00,-381.91E-03,-140.70E-03
-33.57500E+00,-381.91E-03,-140.70E-03
-33.55000E+00,-381.91E-03,-140.70E-03
-33.52500E+00,-381.91E-03,-140.70E-03
-33.50000E+00,-381.91E-03,-140.70E-03
-33.47500E+00,-365.83E-03,-140.70E-03
-33.45000E+00,-373.87E-03,-140.70E-03
-33.42500E+00,-361.81E-03,-140.70E-03
-33.40000E+00,-361.81E-03,-140.70E-03
-33.37500E+00,-361.81E-03,-140.70E-03
-33.35000E+00,-365.83E-03,-140.70E-03
-33.32500E+00,-361.81E-03,-132.66E-03
-33.30000E+00,-361.81E-03,-140.70E-03
-33.27500E+00,-361.81E-03,-140.70E-03
-33.25000E+00,-381.91E-03,-140.70E-03
-33.22500E+00,-361.81E-03,-140.70E-03
-33.20000E+00,-361.81E-03,-140.70E-03
-33.17500E+00,-361.81E-03,-140.70E-03
-33.15000E+00,-361.81E-03,-140.70E-03
-33.12500E+00,-361.81E-03,-140.70E-03
-33.10000E+00,-361.81E-03,-140.70E-03
-33.07500E+00,-361.81E-03,-140.70E-03
-33.05000E+00,-361.81E-03,-128.64E-03
-33.02500E+00,-361.81E-03,-136.68E-03
-33.00000E+00,-361.81E-03,-120.60E-03
-32.97500E+00,-345.73E-03,-120.60E-03
-32.95000E+00,-361.81E-03,-120.60E-03
-32.92500E+00,-341.71E-03,-132.66E-03
-32.90000E+00,-341.71E-03,-120.60E-03
-32.87500E+00,-341.71E-03,-140.70E-03
-32.85000E+00,-341.71E-03,-120.60E-03
-32.82500E+00,-341.71E-03,-120.60E-03
-32.80000E+00,-341.71E-03,-120.60E-03
-32.77500E+00,-341.71E-03,-120.60E-03
-32.75000E+00,-341.71E-03,-120.60E-03
-32.72500E+00,-341.71E-03,-136.68E-03
-32.70000E+00,-341.71E-03,-120.60E-03
-32.67500E+00,-341.71E-03,-128.64E-03
-32.65000E+00,-341.71E-03,-120.60E-03
-32.62500E+00,-341.71E-03,-120.60E-03
-32.60000E+00,-341.71E-03,-120.60E-03
-32.57500E+00,-333.67E-03,-120.60E-03
-32.55000E+00,-333.67E-03,-120.60E-03
-32.52500E+00,-341.71E-03,-120.60E-03
-32.50000E+00,-321.61E-03,-140.70E-03
-32.47500E+00,-321.61E-03,-116.58E-03
-32.45000E+00,-341.71E-03,-120.60E-03
-32.42500E+00,-341.71E-03,-120.60E-03
-32.40000E+00,-337.69E-03,-120.60E-03
-32.37500E+00,-321.61E-03,-120.60E-03
-32.35000E+00,-321.61E-03,-136.68E-03
-32.32500E+00,-321.61E-03,-120.60E-03
-32.30000E+00,-321.61E-03,-120.60E-03
-32.27500E+00,-321.61E-03,-120.60E-03
-32.25000E+00,-321.61E-03,-120.60E-03
-32.22500E+00,-321.61E-03,-104.52E-03
-32.20000E+00,-321.61E-03,-120.60E-03
-32.17500E+00,-321.61E-03,-120.60E-03
-32.15000E+00,-321.61E-03,-120.60E-03
-32.12500E+00,-321.61E-03,-120.60E-03
-32.10000E+00,-317.59E-03,-120.60E-03
-32.07500E+00,-301.51E-03,-108.54E-03
-32.05000E+00,-313.57E-03,-108.54E-03
-32.02500E+00,-321.61E-03,-120.60E-03
-32.00000E+00,-321.61E-03,-100.50E-03
-31.97500E+00,-301.51E-03,-120.60E-03
-31.95000E+00,-301.51E-03,-108.54E-03
-31.92500E+00,-301.51E-03,-120.60E-03
-31.90000E+00,-301.51E-03,-120.60E-03
-31.87500E+00,-301.51E-03,-120.60E-03
-31.85000E+00,-317.59E-03,-116.58E-03
-31.82500E+00,-293.47E-03,-120.60E-03
-31.80000E+00,-301.51E-03,-108.54E-03
-31.77500E+00,-305.53E-03,-104.52E-03
-31.75000E+00,-301.51E-03,-120.60E-03
-31.72500E+00,-281.41E-03,-100.50E-03
-31.70000E+00,-289.45E-03,-108.54E-03
-31.67500E+00,-289.45E-03,-108.54E-03
-31.65000E+00,-301.51E-03,-100.50E-03
-31.62500E+00,-281.41E-03,-120.60E-03
-31.60000E+00,-281.41E-03,-116.58E-03
-31.57500E+00,-281.41E-03,-112.56E-03
-31.55000E+00,-281.41E-03,-100.50E-03
-31.52500E+00,-281.41E-03,-104.52E-03
-31.50000E+00,-281.41E-03,-100.50E-03
-31.47500E+00,-281.41E-03,-116.58E-03
-31.45000E+00,-289.45E-03,-100.50E-03
-31.42500E+00,-281.41E-03,-100.50E-03
-31.40000E+00,-281.41E-03,-100.50E-03
-31.37500E+00,-281.41E-03,-100.50E-03
-31.35000E+00,-281.41E-03,-104.52E-03
-31.32500E+00,-281.41E-03,-100.50E-03
-31.30000E+00,-269.35E-03,-100.50E-03
-31.27500E+00,-281.41E-03,-100.50E-03
-31.25000E+00,-281.41E-03,-100.50E-03
-31.22500E+00,-281.41E-03,-100.50E-03
-31.20000E+00,-273.37E-03,-108.54E-03
-31.17500E+00,-281.41E-03,-100.50E-03
-31.15000E+00,-265.33E-03,-100.50E-03
-31.12500E+00,-281.41E-03,-100.50E-03
-31.10000E+00,-261.31E-03,-84.42E-03
-31.07500E+00,-261.31E-03,-100.50E-03
-31.05000E+00,-273.37E-03,-100.50E-03
-31.02500E+00,-261.31E-03,-100.50E-03
-31.00000E+00,-261.31E-03,-100.50E-03
-30.97500E+00,-261.31E-03,-100.50E-03
-30.95000E+00,-261.31E-03,-100.50E-03
-30.92500E+00,-261.31E-03,-100.50E-03
-30.90000E+00,-261.31E-03,-100.50E-03
-30.87500E+00,-261.31E-03,-100.50E-03
-30.85000E+00,-261.31E-03,-80.40E-03
-30.82500E+00,-261.31E-03,-100.50E-03
-30.80000E+00,-249.25E-03,-100.50E-03
-30.77500E+00,-241.21E-03,-100.50E-03
-30.75000E+00,-241.21E-03,-100.50E-03
-30.72500E+00,-261.31E-03,-84.42E-03
-30.70000E+00,-253.27E-03,-80.40E-03
-30.67500E+00,-249.25E-03,-88.44E-03
-30.65000E+00,-241.21E-03,-100.50E-03
-30.62500E+00,-261.31E-03,-80.40E-03
-30.60000E+00,-241.21E-03,-96.48E-03
-30.57500E+00,-241.21E-03,-92.46E-03
-30.55000E+00,-241.21E-03,-88.44E-03
-30.52500E+00,-241.21E-03,-96.48E-03
-30.50000E+00,-261.31E-03,-100.50E-03
-30.47500E+00,-241.21E-03,-84.42E-03
-30.45000E+00,-241.21E-03,-80.40E-03
-30.42500E+00,-233.17E-03,-88.44E-03
-30.40000E+00,-241.21E-03,-84.42E-03
-30.37500E+00,-241.21E-03,-80.40E-03
-30.35000E+00,-225.13E-03,-80.40E-03
-30.32500E+00,-233.17E-03,-80.40E-03
-30.30000E+00,-221.11E-03,-80.40E-03
-30.27500E+00,-237.19E-03,-96.48E-03
-30.25000E+00,-221.11E-03,-80.40E-03
-30.22500E+00,-241.21E-03,-84.42E-03
-30.20000E+00,-221.11E-03,-80.40E-03
-30.17500E+00,-221.11E-03,-80.40E-03
-30.15000E+00,-237.19E-03,-80.40E-03
-30.12500E+00,-221.11E-03,-80.40E-03
-30.10000E+00,-221.11E-03,-80.40E-03
-30.07500E+00,-221.11E-03,-80.40E-03
-30.05000E+00,-221.11E-03,-80.40E-03
-30.02500E+00,-221.11E-03,-84.42E-03
-30.00000E+00,-221.11E-03,-80.40E-03
-29.97500E+00,-221.11E-03,-64.32E-03
-29.95000E+00,-221.11E-03,-68.34E-03
-29.92500E+00,-209.05E-03,-80.40E-03
-29.90000E+00,-205.03E-03,-80.40E-03
-29.87500E+00,-201.01E-03,-80.40E-03
-29.85000E+00,-205.03E-03,-80.40E-03
-29.82500E+00,-209.05E-03,-80.40E-03
-29.80000E+00,-201.01E-03,-80.40E-03
-29.77500E+00,-201.01E-03,-80.40E-03
-29.75000E+00,-201.01E-03,-80.40E-03
-29.72500E+00,-201.01E-03,-80.40E-03
-29.70000E+00,-201.01E-03,-68.34E-03
-29.67500E+00,-201.01E-03,-68.34E-03
-29.65000E+00,-201.01E-03,-80.40E-03
-29.62500E+00,-180.90E-03,-80.40E-03
-29.60000E+00,-201.01E-03,-80.40E-03
-29.57500E+00,-201.01E-03,-60.30E-03
-29.55000E+00,-201.01E-03,-72.36E-03
-29.52500E+00,-201.01E-03,-60.30E-03
-29.50000E+00,-201.01E-03,-60.30E-03
-29.47500E+00,-201.01E-03,-60.30E-03
-29.45000E+00,-201.01E-03,-60.30E-03
-29.42500E+00,-201.01E-03,-60.30E-03
-29.40000E+00,-184.92E-03,-60.30E-03
-29.37500E+00,-201.01E-03,-60.30E-03
-29.35000E+00,-201.01E-03,-76.38E-03
-29.32500E+00,-192.96E-03,-60.30E-03
-29.30000E+00,-180.90E-03,-72.36E-03
-29.27500E+00,-180.90E-03,-60.30E-03
-29.25000E+00,-180.90E-03,-60.30E-03
-29.22500E+00,-180.90E-03,-80.40E-03
-29.20000E+00,-188.94E-03,-60.30E-03
-29.17500E+00,-180.90E-03,-80.40E-03
-29.15000E+00,-180.90E-03,-60.30E-03
-29.12500E+00,-180.90E-03,-60.30E-03
-29.10000E+00,-164.82E-03,-60.30E-03
-29.07500E+00,-172.86E-03,-72.36E-03
-29.05000E+00,-168.84E-03,-68.34E-03
-29.02500E+00,-180.90E-03,-60.30E-03
-29.00000E+00,-180.90E-03,-60.30E-03
-28.97500E+00,-176.88E-03,-60.30E-03
-28.95000E+00,-168.84E-03,-60.30E-03
-28.92500E+00,-180.90E-03,-60.30E-03
-28.90000E+00,-164.82E-03,-60.30E-03
-28.87500E+00,-180.90E-03,-60.30E-03
-28.85000E+00,-176.88E-03,-60.30E-03
-28.82500E+00,-160.80E-03,-60.30E-03
-28.80000E+00,-160.80E-03,-60.30E-03
-28.77500E+00,-160.80E-03,-60.30E-03
-28.75000E+00,-160.80E-03,-60.30E-03
-28.72500E+00,-160.80E-03,-44.22E-03
-28.70000E+00,-160.80E-03,-60.30E-03
-28.67500E+00,-160.80E-03,-60.30E-03
-28.65000E+00,-156.78E-03,-60.30E-03
-28.62500E+00,-160.80E-03,-60.30E-03
-28.60000E+00,-160.80E-03,-56.28E-03
-28.57500E+00,-148.74E-03,-52.26E-03
-28.55000E+00,-160.80E-03,-60.30E-03
-28.52500E+00,-160.80E-03,-60.30E-03
-28.50000E+00,-140.70E-03,-60.30E-03
-28.47500E+00,-160.80E-03,-60.30E-03
-28.45000E+00,-152.76E-03,-60.30E-03
-28.42500E+00,-140.70E-03,-60.30E-03
-28.40000E+00,-144.72E-03,-40.20E-03
-28.37500E+00,-160.80E-03,-60.30E-03
-28.35000E+00,-156.78E-03,-60.30E-03
-28.32500E+00,-140.70E-03,-48.24E-03
-28.30000E+00,-140.70E-03,-52.26E-03
-28.27500E+00,-140.70E-03,-60.30E-03
-28.25000E+00,-140.70E-03,-60.30E-03
-28.22500E+00,-140.70E-03,-56.28E-03
-28.20000E+00,-140.70E-03,-60.30E-03
-28.17500E+00,-140.70E-03,-60.30E-03
-28.15000E+00,-120.60E-03,-40.20E-03
-28.12500E+00,-120.60E-03,-40.20E-03
-28.10000E+00,-120.60E-03,-60.30E-03
-28.07500E+00,-140.70E-03,-40.20E-03
-28.05000E+00,-132.66E-03,-52.26E-03
-28.02500E+00,-120.60E-03,-40.20E-03
-28.00000E+00,-140.70E-03,-40.20E-03
-27.97500E+00,-120.60E-03,-60.30E-03
-27.95000E+00,-120.60E-03,-48.24E-03
-27.92500E+00,-120.60E-03,-40.20E-03
-27.90000E+00,-120.60E-03,-40.20E-03
-27.87500E+00,-120.60E-03,-40.20E-03
-27.85000E+00,-120.60E-03,-40.20E-03
-27.82500E+00,-120.60E-03,-40.20E-03
-27.80000E+00,-120.60E-03,-40.20E-03
-27.77500E+00,-120.60E-03,-40.20E-03
-27.75000E+00,-120.60E-03,-40.20E-03
-27.72500E+00,-104.52E-03,-40.20E-03
-27.70000E+00,-120.60E-03,-40.20E-03
-27.67500E+00,-100.50E-03,-40.20E-03
-27.65000E+00,-120.60E-03,-40.20E-03
-27.62500E+00,-120.60E-03,-40.20E-03
-27.60000E+00,-104.52E-03,-24.12E-03
-27.57500E+00,-100.50E-03,-32.16E-03
-27.55000E+00,-100.50E-03,-40.20E-03
-27.52500E+00,-100.50E-03,-40.20E-03
-27.50000E+00,-100.50E-03,-40.20E-03
-27.47500E+00,-100.50E-03,-40.20E-03
-27.45000E+00,-100.50E-03,-40.20E-03
-27.42500E+00,-100.50E-03,-40.20E-03
-27.40000E+00,-100.50E-03,-40.20E-03
-27.37500E+00,-100.50E-03,-40.20E-03
-27.35000E+00,-100.50E-03,-40.20E-03
-27.32500E+00,-100.50E-03,-40.20E-03
-27.30000E+00,-100.50E-03,-40.20E-03
-27.27500E+00,-100.50E-03,-36.18E-03
-27.25000E+00,-100.50E-03,-40.20E-03
-27.22500E+00,-80.40E-03,-36.18E-03
-27.20000E+00,-92.46E-03,-32.16E-03
-27.17500E+00,-100.50E-03,-40.20E-03
-27.15000E+00,-80.40E-03,-20.10E-03
-27.12500E+00,-80.40E-03,-40.20E-03
-27.10000E+00,-80.40E-03,-20.10E-03
-27.07500E+00,-80.40E-03,-32.16E-03
-27.05000E+00,-80.40E-03,-28.14E-03
-27.02500E+00,-80.40E-03,-20.10E-03
-27.00000E+00,-80.40E-03,-20.10E-03
-26.97500E+00,-80.40E-03,-40.20E-03
-26.95000E+00,-80.40E-03,-20.10E-03
-26.92500E+00,-80.40E-03,-32.16E-03
-26.90000E+00,-80.40E-03,-24.12E-03
-26.87500E+00,-80.40E-03,-40.20E-03
-26.85000E+00,-80.40E-03,-20.10E-03
-26.82500E+00,-80.40E-03,-40.20E-03
-26.80000E+00,-80.40E-03,-28.14E-03
-26.77500E+00,-60.30E-03,-20.10E-03
-26.75000E+00,-80.40E-03,-40.20E-03
-26.72500E+00,-76.38E-03,-20.10E-03
-26.70000E+00,-68.34E-03,-40.20E-03
-26.67500E+00,-80.40E-03,-20.10E-03
-26.65000E+00,-64.32E-03,-20.10E-03
-26.62500E+00,-60.30E-03,-20.10E-03
-26.60000E+00,-60.30E-03,-20.10E-03
-26.57500E+00,-60.30E-03,-28.14E-03
-26.55000E+00,-60.30E-03,-20.10E-03
-26.52500E+00,-60.30E-03,-20.10E-03
-26.50000E+00,-60.30E-03,-20.10E-03
-26.47500E+00,-44.22E-03,-20.10E-03
-26.45000E+00,-60.30E-03,-20.10E-03
-26.42500E+00,-60.30E-03,-20.10E-03
-26.40000E+00,-60.30E-03,-20.10E-03
-26.37500E+00,-60.30E-03,-20.10E-03
-26.35000E+00,-44.22E-03,-20.10E-03
-26.32500E+00,-52.26E-03,-20.10E-03
-26.30000E+00,-52.26E-03,-20.10E-03
-26.27500E+00,-40.20E-03,-4.02E-03
-26.25000E+00,-60.30E-03,-20.10E-03
-26.22500E+00,-56.28E-03,-20.10E-03
-26.20000E+00,-52.26E-03,-20.10E-03
-26.17500E+00,-40.20E-03,-20.10E-03
-26.15000E+00,-40.20E-03,-20.10E-03
-26.12500E+00,-40.20E-03,-20.10E-03
-26.10000E+00,-40.20E-03,-4.02E-03
-26.07500E+00,-40.20E-03,-20.10E-03
-26.05000E+00,-40.20E-03,-20.10E-03
-26.02500E+00,-40.20E-03,-20.10E-03
-26.00000E+00,-20.10E-03,-20.10E-03
-25.97500E+00,-40.20E-03,-20.10E-03
-25.95000E+00,-40.20E-03,-20.10E-03
-25.92500E+00,-40.20E-03,-20.10E-03
-25.90000E+00,-40.20E-03,+0.0E+00
-25.87500E+00,-40.20E-03,-20.10E-03
-25.85000E+00,-40.20E-03,-4.02E-03
-25.82500E+00,-32.16E-03,+0.0E+00
-25.80000E+00,-32.16E-03,-20.10E-03
-25.77500E+00,-20.10E-03,-20.10E-03
-25.75000E+00,-20.10E-03,-0.0E+00
-25.72500E+00,-24.12E-03,-20.10E-03
-25.70000E+00,-28.14E-03,-12.06E-03
-25.67500E+00,-20.10E-03,-8.04E-03
-25.65000E+00,-20.10E-03,-4.02E-03
-25.62500E+00,-20.10E-03,+0.0E+00
-25.60000E+00,-36.18E-03,-16.08E-03
-25.57500E+00,-20.10E-03,+0.0E+00
-25.55000E+00,-20.10E-03,-20.10E-03
-25.52500E+00,-20.10E-03,+0.0E+00
-25.50000E+00,-20.10E-03,+0.0E+00
-25.47500E+00,-20.10E-03,+0.0E+00
-25.45000E+00,-20.10E-03,+0.0E+00
-25.42500E+00,-8.04E-03,+0.0E+00
-25.40000E+00,+0.0E+00,-4.02E-03
-25.37500E+00,-20.10E-03,+0.0E+00
-25.35000E+00,+0.0E+00,+0.0E+00
-25.32500E+00,+0.0E+00,+0.0E+00
-25.30000E+00,+0.0E+00,-12.06E-03
-25.27500E+00,-16.08E-03,-16.08E-03
-25.25000E+00,-0.0E+00,+0.0E+00
-25.22500E+00,+0.0E+00,+0.0E+00
-25.20000E+00,+0.0E+00,+0.0E+00
-25.17500E+00,+0.0E+00,+0.0E+00
-25.15000E+00,+0.0E+00,+0.0E+00
-25.12500E+00,+0.0E+00,+0.0E+00
-25.10000E+00,+0.0E+00,+4.02E-03
-25.07500E+00,+0.0E+00,+0.0E+00
-25.05000E+00,+0.0E+00,+0.0E+00
-25.02500E+00,+20.10E-03,+0.0E+00
-25.00000E+00,+0.0E+00,+0.0E+00
-24.97500E+00,+4.02E-03,+4.02E-03
-24.95000E+00,+8.04E-03,+0.0E+00
-24.92500E+00,+20.10E-03,+12.06E-03
-24.90000E+00,+0.0E+00,-12.06E-03
-24.87500E+00,+0.0E+00,+0.0E+00
-24.85000E+00,+20.10E-03,+0.0E+00
-24.82500E+00,+20.10E-03,+0.0E+00
-24.80000E+00,+8.04E-03,+0.0E+00
-24.77500E+00,+20.10E-03,+0.0E+00
-24.75000E+00,+20.10E-03,+0.0E+00
-24.72500E+00,+20.10E-03,+0.0E+00
-24.70000E+00,+20.10E-03,+0.0E+00
-24.67500E+00,+12.06E-03,+8.04E-03
-24.65000E+00,+20.10E-03,+0.0E+00
-24.62500E+00,+20.10E-03,+20.10E-03
-24.60000E+00,+20.10E-03,+0.0E+00
-24.57500E+00,+20.10E-03,+0.0E+00
-24.55000E+00,+20.10E-03,+20.10E-03
-24.52500E+00,+20.10E-03,+0.0E+00
-24.50000E+00,+20.10E-03,+0.0E+00
-24.47500E+00,+20.10E-03,+4.02E-03
-24.45000E+00,+28.14E-03,+8.04E-03
-24.42500E+00,+20.10E-03,+0.0E+00
-24.40000E+00,+24.12E-03,+16.08E-03
-24.37500E+00,+40.20E-03,+20.10E-03
-24.35000E+00,+40.20E-03,+20.10E-03
-24.32500E+00,+40.20E-03,+12.06E-03
-24.30000E+00,+40.20E-03,+8.04E-03
-24.27500E+00,+40.20E-03,+16.08E-03
-24.25000E+00,+40.20E-03,+20.10E-03
-24.22500E+00,+40.20E-03,+4.02E-03
-24.20000E+00,+40.20E-03,+20.10E-03
-24.17500E+00,+52.26E-03,+12.06E-03
-24.15000E+00,+40.20E-03,+4.02E-03
-24.12500E+00,+40.20E-03,+0.0E+00
-24.10000E+00,+56.28E-03,+16.08E-03
-24.07500E+00,+48.24E-03,+20.10E-03
-24.05000E+00,+48.24E-03,+12.06E-03
-24.02500E+00,+44.22E-03,+16.08E-03
-24.00000E+00,+60.30E-03,+0.0E+00
-23.97500E+00,+44.22E-03,+20.10E-03
-23.95000E+00,+48.24E-03,+20.10E-03
-23.92500E+00,+60.30E-03,+8.04E-03
-23.90000E+00,+60.30E-03,+20.10E-03
-23.87500E+00,+60.30E-03,+20.10E-03
-23.85000E+00,+44.22E-03,+20.10E-03
-23.82500E+00,+60.30E-03,+20.10E-03
-23.80000E+00,+52.26E-03,+20.10E-03
-23.77500E+00,+60.30E-03,+20.10E-03
-23.75000E+00,+60.30E-03,+20.10E-03
-23.72500E+00,+60.30E-03,+20.10E-03
-23.70000E+00,+72.36E-03,+20.10E-03
-23.67500E+00,+60.30E-03,+8.04E-03
-23.65000E+00,+60.30E-03,+20.10E-03
-23.62500E+00,+60.30E-03,+20.10E-03
-23.60000E+00,+76.38E-03,+20.10E-03
-23.57500E+00,+60.30E-03,+32.16E-03
-23.55000E+00,+80.40E-03,+20.10E-03
-23.52500E+00,+64.32E-03,+36.18E-03
-23.50000E+00,+60.30E-03,+20.10E-03
-23.47500E+00,+80.40E-03,+20.10E-03
-23.45000E+00,+80.40E-03,+20.10E-03
-23.42500E+00,+80.40E-03,+20.10E-03
-23.40000E+00,+80.40E-03,+20.10E-03
-23.37500E+00,+80.40E-03,+40.20E-03
-23.35000E+00,+80.40E-03,+36.18E-03
-23.32500E+00,+80.40E-03,+28.14E-03
-23.30000E+00,+80.40E-03,+32.16E-03
-23.27500E+00,+80.40E-03,+36.18E-03
-23.25000E+00,+80.40E-03,+20.10E-03
-23.22500E+00,+80.40E-03,+36.18E-03
-23.20000E+00,+80.40E-03,+32.16E-03
-23.17500E+00,+100.50E-03,+20.10E-03
-23.15000E+00,+96.48E-03,+36.18E-03
-23.12500E+00,+100.50E-03,+40.20E-03
-23.10000E+00,+100.50E-03,+40.20E-03
-23.07500E+00,+100.50E-03,+20.10E-03
-23.05000E+00,+80.40E-03,+32.16E-03
-23.02500E+00,+100.50E-03,+40.20E-03
-23.00000E+00,+80.40E-03,+40.20E-03
-22.97500E+00,+100.50E-03,+40.20E-03
-22.95000E+00,+100.50E-03,+40.20E-03
-22.92500E+00,+100.50E-03,+32.16E-03
-22.90000E+00,+100.50E-03,+40.20E-03
-22.87500E+00,+100.50E-03,+40.20E-03
-22.85000E+00,+100.50E-03,+40.20E-03
-22.82500E+00,+100.50E-03,+40.20E-03
-22.80000E+00,+112.56E-03,+40.20E-03
-22.77500E+00,+104.52E-03,+40.20E-03
-22.75000E+00,+100.50E-03,+40.20E-03
-22.72500E+00,+104.52E-03,+40.20E-03
-22.70000E+00,+112.56E-03,+40.20E-03
-22.67500E+00,+120.60E-03,+40.20E-03
-22.65000E+00,+120.60E-03,+36.18E-03
-22.62500E+00,+120.60E-03,+40.20E-03
-22.60000E+00,+120.60E-03,+40.20E-03
-22.57500E+00,+120.60E-03,+40.20E-03
-22.55000E+00,+120.60E-03,+40.20E-03
-22.52500E+00,+120.60E-03,+40.20E-03
-22.50000E+00,+140.70E-03,+40.20E-03
-22.47500E+00,+120.60E-03,+40.20E-03
-22.45000E+00,+120.60E-03,+40.20E-03
-22.42500E+00,+120.60E-03,+40.20E-03
-22.40000E+00,+120.60E-03,+40.20E-03
-22.37500E+00,+120.60E-03,+40.20E-03
-22.35000E+00,+124.62E-03,+40.20E-03
-22.32500E+00,+120.60E-03,+52.26E-03
-22.30000E+00,+140.70E-03,+40.20E-03
-22.27500E+00,+120.60E-03,+40.20E-03
-22.25000E+00,+120.60E-03,+40.20E-03
-22.22500E+00,+140.70E-03,+44.22E-03
